关注要素层次,下一低分析层次,上一高层次功能及要求,功能,下一低层次功能,故障影响,严重度(S),故障模式,故障起因,发生度(O),探测度(D),预防控制措施,探测控制措施,source
Mooring,Tether Chain,满足系统持续运行要求,"Connecting tether line poly line segments
Provide restoring force in the mooring system",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)
4) Damage to mooring connection point at the hull area",1,crack/yield,Non-service ship strike,3,2,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether Chain,满足系统持续运行要求,"Connecting tether line poly line segments
Provide restoring force in the mooring system",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,crack/yield,Corrosion,7,2,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether lines,满足系统持续运行要求,"Load transfer from WEC to WETS moorings
Provide restoring force for position keeping",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)
4) Possible damage to WEC",1,Line break,Extreme load induced damage (Overload),5,2,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether lines,满足系统持续运行要求,"Load transfer from WEC to WETS moorings
Provide restoring force for position keeping",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)
4) Possible damage to WEC",1,Line break,Snap loads,4,2,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether lines,满足系统持续运行要求,"Load transfer from WEC to WETS moorings
Provide restoring force for position keeping",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Line break,fatigue induced damage,7,2,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether lines,满足系统持续运行要求,"Load transfer from WEC to WETS moorings
Provide restoring force for position keeping",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)
4) Possible damage to WEC",1,Line break,Non-service ship strike,3,2,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether lines,满足系统持续运行要求,"Load transfer from WEC to WETS moorings
Provide restoring force for position keeping",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Line break,Fish bite,8,2,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether lines,满足系统持续运行要求,"Load transfer from WEC to WETS moorings
Provide restoring force for position keeping",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Line break,Vandalism/ negligence,4,2,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether lines,满足系统持续运行要求,"Load transfer from WEC to WETS moorings
Provide restoring force for position keeping",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Line break,Material degradation due to exposure to UV,7,2,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether lines,满足系统持续运行要求,"Load transfer from WEC to WETS moorings
Provide restoring force for position keeping",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Line break,Degradation due to marine growth,7,2,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether Shackles and pendant,满足系统持续运行要求,"Connection points for polyester lines to chain, pendant and buoy
Load transfer",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)
4) Possible damage to WEC",1,Yield/crack,Extreme load induced damage (Overload),5,2,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether Shackles and pendant,满足系统持续运行要求,"Connection points for polyester lines to chain, pendant and buoy
Load transfer",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)
4) Possible damage to WEC",1,Yield/crack,Snap loads,4,2,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether Shackles and pendant,满足系统持续运行要求,"Connection points for polyester lines to chain, pendant and buoy
Load transfer",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Yield/crack,fatigue induced damage,7,2,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether Shackles and pendant,满足系统持续运行要求,"Connection points for polyester lines to chain, pendant and buoy
Load transfer",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)
4) Possible damage to WEC",1,Yield/crack,Non-service ship strike,3,2,none,"1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
WEC Hull: recover WEC, dry dock repair",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether Shackles and pendant,满足系统持续运行要求,"Connection points for polyester lines to chain, pendant and buoy
Load transfer",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Yield/crack,Vandalism/ negligence,4,2,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Tether Shackles and pendant,满足系统持续运行要求,"Connection points for polyester lines to chain, pendant and buoy
Load transfer",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Yield/crack,Corrosion,7,2,"Regularly scheduled visual inspection, with repair/ replacement as needed","1) GPS watch circle alarm
2) Mooring load cell
3) Visual detection
4) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Mooring load cell,满足系统持续运行要求,Measure mooring line tension,,"1) No mooring tension data for this line
2) Lanyard takes load",1,Structural failure,Extreme load induced damage,5,2,none,1) Mooring load cell diagnostics；Replace on site,StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Mooring load cell,满足系统持续运行要求,Measure mooring line tension,,"1) No mooring tension data for this line
2) Lanyard takes load",2,Structural failure,Non-service ship strike,1,2,none,1) Mooring load cell diagnostics；Replace on site,StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Mooring load cell,满足系统持续运行要求,Measure mooring line tension,,"1) No mooring tension data for this line
2) Lanyard takes load",1,Structural failure,"Corrosion, fatigue induced damage",5,2,"Regularly scheduled visual inspection, with repair/ replacement as needed",1) Mooring load cell diagnostics；Replace on site,StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Anchors,满足系统持续运行要求,Anchoring point to the sea bed,,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)",1,Anchor failure (material failure),Extreme load,4,2,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Anchors,满足系统持续运行要求,Anchoring point to the sea bed,,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)",1,Anchor failure (material failure),Fatigue/cyclic loading,7,2,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Anchors,满足系统持续运行要求,Anchoring point to the sea bed,,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)",1,Loss in anchoring capacity,sediment loss,4,2,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Anchors,满足系统持续运行要求,Anchoring point to the sea bed,,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)",1,Loss in anchoring capacity,Fatigue/cyclic loading,7,2,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Chains,满足系统持续运行要求,Provide restoring force for the mooring system,,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)
3) WEC drifts and collide with buoy, causes damage to WEC or sinking of Buoy.",1,Yield/ Crack,Extreme load,5,2,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
Dry dock inspection and repair of WEC.",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Chains,满足系统持续运行要求,Provide restoring force for the mooring system,,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)
3) WEC drifts and collide with buoy, causes damage to WEC or sinking of Buoy.",1,Yield/ Crack,Fatigue/cyclic loading,7,2,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
Dry dock inspection and repair of WEC.",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Chains,满足系统持续运行要求,Provide restoring force for the mooring system,,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)
3) WEC drifts and collide with buoy, causes damage to WEC or sinking of Buoy.",1,Yield/ Crack,Excessive load due to higher seabed friction,5,2,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
Dry dock inspection and repair of WEC.",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Chains,满足系统持续运行要求,Provide restoring force for the mooring system,,"1) Change in mooring system response and loads
2)Loss of umbilical connectivity (see 0800)
3) WEC drifts and collide with buoy, causes damage to WEC or sinking of Buoy.",1,Yield/ Crack,Excessive load on the chain due to embedment of mooring chain into the seabed,5,2,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)
Dry dock inspection and repair of WEC.",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Floats,满足系统持续运行要求,Provide buoyancy to maintain tension in mooring lines,,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Collapse/loss of buoyancy,Non-service ship strike,3,2,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Floats,满足系统持续运行要求,Provide buoyancy to maintain tension in mooring lines,,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Collapse/loss of buoyancy,Material degradation leading to loss of buoyancy,7,2,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Sinkers,满足系统持续运行要求,Reduce uplift,,"Redistribution of load to other sinkers
Increased uplift force at achor, leading to anchor failure",1,Fracture,Impact on the sea floor,7,2,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Sinkers,满足系统持续运行要求,Reduce uplift,,"Redistribution of load to other sinkers
Increased uplift force at achor, leading to anchor failure",1,Fracture,Snap load,5,2,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Sinkers,满足系统持续运行要求,Reduce uplift,,"Redistribution of load to other sinkers
Increased uplift force at achor, leading to anchor failure",1,Fracture,Fatigue,7,2,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Sinkers,满足系统持续运行要求,Reduce uplift,,"Redistribution of load to other sinkers
Increased uplift force at achor, leading to anchor failure",1,Fracture,Abrasion,5,2,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Sinkers,满足系统持续运行要求,Reduce uplift,,"Redistribution of load to other sinkers
Increased uplift force at achor, leading to anchor failure",1,Fracture,Excessive load on the sinker chain due to embedment of sinker into the seabed,5,2,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Shackles,满足系统持续运行要求,"Connection points between mooring lines, mooring lines and buoy.",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Yield/crack,Extreme load induced damage (Overload),5,2,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Shackles,满足系统持续运行要求,"Connection points between mooring lines, mooring lines and buoy.",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Yield/crack,Snap loads,5,2,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Shackles,满足系统持续运行要求,"Connection points between mooring lines, mooring lines and buoy.",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Yield/crack,fatigue induced damage,7,2,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Shackles,满足系统持续运行要求,"Connection points between mooring lines, mooring lines and buoy.",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Yield/crack,Non-service ship strike,3,2,none,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Mooring,Existing Shackles,满足系统持续运行要求,"Connection points between mooring lines, mooring lines and buoy.",,"1) Loss of WEC orientation and equilibrium position
2) Entanglement of WEC in mooring system
3) Possible loss of umbilical connectivity (see 0800)",1,Yield/crack,Corrosion,7,2,Regularly scheduled visual inspection,"1) GPS position alarm
2) Visual detection
3) loss of umibilical connectivity；Mooring: Repair/replace on site
Umbilical: Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0700 Mooring PD v3.0 07-25-2016.xlsx
Collection,Umbilical Cable,满足系统持续运行要求,Provides flexible subsea medium voltage cable connection to subsea junction for grid connection,,"1) Electrical fault
2) Loss of grid 
3) 0300 switches to ""Islanding mode"" - station loads only
4) Loss of primary fibre communications
5) momentary electric arc in water (<20ms)",2,Umbilical mechanical failure,Corrosion induced damage to the tension members of the cable,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Umbilical Cable,满足系统持续运行要求,Provides flexible subsea medium voltage cable connection to subsea junction for grid connection,,"1) Electrical fault
2) Loss of grid
3) 0300 switches to ""Islanding mode"" - station loads only
4) Loss of primary fibre communications
5) momentary electric arc in water (<20ms)",2,Umbilical electrical failure,"Corrosion induced damage to insulation
Phase to Phase short
Phase to GND short",7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Umbilical Cable,满足系统持续运行要求,Provides flexible subsea medium voltage cable connection to subsea junction for grid connection,,"1) Loss of grid
2) 0300 switches to ""Islanding mode"" - station loads only
3) Loss of primary fibre communications
4) momentary electric arc in water (<20ms)",2,Umbilical mechanical failure,Wear induced damage,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Umbilical Cable,满足系统持续运行要求,Provides flexible subsea medium voltage cable connection to subsea junction for grid connection,,"1) Loss of grid
2) 0300 switches to ""Islanding mode"" - station loads only
3) Loss of primary fibre communications
4) momentary electric arc in water (<20ms)",2,Umbilical mechanical failure,Fatigue induced damage,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Umbilical Cable,满足系统持续运行要求,Provides flexible subsea medium voltage cable connection to subsea junction for grid connection,,"1) Loss of grid
2) 0300 switches to ""Islanding mode"" - station loads only
3) Loss of primary fibre communications
4) momentary electric arc in water (<20ms)",2,Umbilical mechanical failure,Extreme load induced damage,5,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Umbilical Cable,满足系统持续运行要求,Provides flexible subsea medium voltage cable connection to subsea junction for grid connection,,"1) Loss of grid
2) 0300 switches to ""Islanding mode"" - station loads only
3) Loss of primary fibre communications
4) momentary electric arc in water (<20ms)",2,Umbilical mechanical failure,Interference with mooring legs,3,2,,Repair/replace on site… but long lead time (~12mo),StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Umbilical Cable,满足系统持续运行要求,Provides flexible subsea medium voltage cable connection to subsea junction for grid connection,,"1) Loss of grid connection
2) 0300 switches to ""Islanding mode"" - station loads only
3) Loss of primary fibre communications
4) momentary electric arc in water (<20ms)",2,Umbilical electrical failure,"Corrosion induced damage to insulation
Phase to Phase short
Phase to GND short",7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Umbilical Cable,满足系统持续运行要求,Provides flexible subsea medium voltage cable connection to subsea junction for grid connection,,"1) Loss of grid
2) 0300 switches to ""Islanding mode"" - station loads only
3) Loss of primary fibre communications
4) momentary electric arc in water (<20ms)",2,Umbilical environmental induced fault/failure,Shark bite/fish bite,6,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Umbilical Cable,满足系统持续运行要求,Provides flexible subsea medium voltage cable connection to subsea junction for grid connection,,"1) Loss of grid
2) 0300 switches to ""Islanding mode"" - station loads only
3) Loss of primary fibre communications
4) momentary electric arc in water (<20ms)",2,Umbilical mechanical failure,0700 mooring system fault leads to failure of umbilical,9,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site… but long lead time (~12mo)",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Floats,满足系统持续运行要求,Provide bouyancy for umbilical cable as needed to maintain lazy-S configuration,,"1) Loss of bouyancy in cable lazy-S
2) Increased mechanical stress atWEC
3) Increased mechanical stress on cable",2,Mechanical - decrease in bouyancy,Mechanical failure - disconnection from cable,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Floats,满足系统持续运行要求,Provide bouyancy for umbilical cable as needed to maintain lazy-S configuration,,"1) Loss of bouyancy in cable lazy-S
2) Increased mechanical stress atWEC
3) Increased mechanical stress on cable",2,Mechanical - decrease in bouyancy,Bio-fouling - additional weight of bio-mass,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Strain reliefs,满足系统持续运行要求,"Provide mechanical strain relief at either end of the cable, attaching to the WEC and subsea junction box.",,"1) Strain is applied to cable connection location to WEC & subsea junction
2) If strain due to sea state is high, cable fatigue and failure
(See umbilical cable 0810-4)",2,Mechanical - failure of providing strain relief,Corrosion,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Strain reliefs,满足系统持续运行要求,"Provide mechanical strain relief at either end of the cable, attaching to the WEC and subsea junction box.",,"1) Strain is applied to cable connection location to WEC & subsea junction
2) If strain due to sea state is high, cable fatigue and failure
(See umbilical cable 0810-4)",2,Mechanical - failure of providing strain relief,Wear induced damage,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Strain reliefs,满足系统持续运行要求,"Provide mechanical strain relief at either end of the cable, attaching to the WEC and subsea junction box.",,"1) Strain is applied to cable connection location to WEC & subsea junction
2) If strain due to sea state is high, cable fatigue and failure
(See umbilical cable 0810-4)",2,Mechanical - failure of providing strain relief,Fatigue induced damage,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Strain reliefs,满足系统持续运行要求,"Provide mechanical strain relief at either end of the cable, attaching to the WEC and subsea junction box.",,"1) Strain is applied to cable connection location to WEC & subsea junction
2) If strain due to sea state is high, cable fatigue and failure
(See umbilical cable 0810-4)",2,Mechanical - failure of providing strain relief,Extreme load induced damage,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
Collection,Spar Junction Box,满足系统持续运行要求,Located at the top of the stbd spar: The main Medium Voltage termination point between the umbilical cable (0810) and umbilical cable connection (0360),,"1) loss of mechanical connection to electrical bus
2) Electrical fault: ground fault, phase to phase fault
3) loss of grid connectoin
4) WEC switches to islanding mode",2,Mechanical - failure to provide waterproof enclosure,Corrosion,7,2,Regularly scheduled ROV inspection,"1) SCADA Diagnostics
2) Visual inspection；Repair/replace on site",StingRAY/SR-RR-0800 Electrical Collection PD v3.1 02-17-2017.xlsx
